ini,43.5607,-55.7185,,,
T1,43.496,-55.5631,9.2,0.7,
T2,43.1157,-55.5209,9.6,1,
T3,42.6335,-55.0237,6.4,1.6,
T4,42.2954,-55.1654,7.2,1.4,
T5,42.2408,-54.8199,6.8,1.8,
T6,42.1016,-54.4843,7.2,1.7,
T7,41.9847,-54.2556,5.6,4,
cable19,42.0692,-55.7645,,,10980
cableJ,40.4958,-54.0269,,,32460
cableK,40.1279,-53.6938,,,37080
cableL,39.5164,-53.4005,,,47820
