MR17-06-PC03,41.19762,144.91787
MR17-06-PC02,41.21596,145.00039
MR17-06-PC04,41.47354,145.53942
MR17-06-PC05,41.51384,145.696
MR17-06-PC06,41.64919,145.95136
MR17-06-PC07,41.76432,146.17999
