GJT3,38.2945,143.4814
P02,38.5002,142.5016
P03b,38.1834,142.3998
P03a,38.1819,142.4132
P06,38.634,142.5838
P07,38.0016,142.4495
P08,38.283,142.832
P09,38.2649,143.0003
TJT1,38.2095,143.7959
