ini,43.5607,-55.7185
T1,43.496,-55.5631
T2,43.1157,-55.5209
T3,42.6335,-55.0237
T4,42.2954,-55.1654
T5,42.2408,-54.8199
T6,42.1016,-54.4843
T7,41.9847,-54.2556
cable19,42.0692,-55.7645
cableJ,40.4958,-54.0269
cableK,40.1279,-53.6938
cableL,39.5164,-53.4005
